0	4.89504485484664
1	4.099199884157381
2	3.703849412320311
3	3.552992892958621
4	3.5817910956643124
5	3.463960501412005
6	3.511882256036429
7	3.488347494159261
8	3.449330363211994
9	3.4263021295020577
10	3.444556413444063
11	3.5006706745443514
12	3.517692011469593
13	3.475082561349638
14	3.5534562627410273
15	3.5136523784073566
16	3.566696584128409
17	3.587514529705818
18	3.56800494132404
19	3.5112727791889418
20	3.5540864725682964
21	3.5431184678162433
22	3.484118948845563
23	3.5950321584988103
24	3.579400708101485
25	3.675845156000966
26	3.5674033178458884
27	3.57684950701447
28	3.6518833329103684
29	3.654217031159963
30	3.483793867423962
31	3.4977225693054077
32	3.5411463217126724
33	3.5395488754420366
34	3.559166004854181
35	3.581725648801431
36	3.593084476876143
37	3.6542099987747982
38	3.609780960976596
39	3.6091021676826167
40	3.6302606587648776
41	3.638964274010481
42	3.6287833244234373
43	3.6370987091002824
44	3.6390992114154894
45	3.6668935409462704
46	3.6316041846267626
47	3.6412466256029195
48	3.6451990708395816
49	3.6566685544077147
50	3.6458071789949504
51	3.668306985078605
52	3.6476476920440626
53	3.674759325380279
54	3.6710221565212686
55	3.6585700199946833
56	3.6390629219122967
57	3.6771348878524606
58	3.6840375950725477
59	3.665671298114857
60	3.6745523435811425
61	3.6806787150356803
62	3.6990673880969958
63	3.6643289514427617
64	3.6737245003510752
65	3.6724571232264185
66	3.707931512969761
67	3.670541192102509
68	3.6718950662551286
69	3.680503730242395
70	3.6942576645649305
71	3.6947085564664186
72	3.670088042927867
73	3.6852730389365473
74	3.6707362803195713
75	3.690014283375902
76	3.6935999006369964
77	3.688583522698028
78	3.7062760795645646
79	3.6786226608063757
80	3.7033831273989453
