0	4.65790834873674
1	3.824928325482062
2	3.5224792456588374
3	3.5016795573981785
4	3.4063427020736965
5	3.403091470143714
6	3.3885858991034388
7	3.455954129745964
8	3.487329112693836
9	3.3963028756790283
10	3.488593438137714
11	3.431146696041397
12	3.461271416582468
13	3.5613097029471823
14	3.561923606522827
15	3.602872283277681
16	3.4864336148217343
17	3.536243398855884
18	3.5586624648151184
19	3.5577081977261864
20	3.5615810114463042
21	3.6469655595418904
22	3.622014537574016
23	3.620153638773473
24	3.681066572955044
25	3.601224934534803
26	3.6546765766159206
27	3.706763074548256
28	3.677556152875281
29	3.6697843812394026
30	3.5214525095287934
31	3.522941357484734
32	3.5622658929840236
33	3.577323366058855
34	3.576493376291241
35	3.6194582671071487
36	3.6524859445353126
37	3.6526641019519195
38	3.667460075102638
39	3.6978723921952996
40	3.7138367717986345
41	3.69638970922769
42	3.678280115512731
43	3.7231103081695482
44	3.685724414030454
45	3.710136131824315
46	3.7159362070394835
47	3.7177316790058463
48	3.691955334342932
49	3.7263064184173436
50	3.72631930168688
51	3.727783009193248
52	3.730208353002545
53	3.71965387140992
54	3.7046894281861857
55	3.7072962759384622
56	3.733524370655682
57	3.7250578210889236
58	3.735046705059551
59	3.7294660949167797
60	3.7358427881616767
61	3.742855471247425
62	3.7474181249569227
63	3.733072879626408
64	3.721198105080255
65	3.7604754581590076
66	3.733511605054766
67	3.744084192593379
68	3.7266672632035607
69	3.74236482083316
70	3.7436422032570413
71	3.751320880333711
72	3.7481056931330814
73	3.7528880692067554
74	3.749546520736953
75	3.7528055469130854
76	3.7421487847129438
77	3.739081435326806
78	3.7718729389310846
79	3.75884976044225
80	3.766084013732454
81	3.76052838246156
82	3.7681655847198168
83	3.750156710144006
84	3.7684239326270603
85	3.7707478414637206
86	3.7741998079712826
87	3.7785469834754464
88	3.755138069824564
89	3.763172975264381
